FBgn_ID,Gene_Symbol,Summary
FBgn0038467,Adsl,Adenylosuccinate lyase (Adsl) encodes a protein that might be a lyase involved in purine nucleotide metabolic process based on orthology.
FBgn0000015,Abd-B,"Abdominal B (Abd-B) is one of the three hox genes of the bithorax complex. The product of Abd-B specifies the identity of the posterior abdominal segments, the external genitalia and the gonads. It is also involved in regulating the post-mating-response."
FBgn0000014,abd-A,abdominal A (abd-A) encodes a homeobox-containing transcription factor component of the bithorax complex. It contributes to the developmental fate of embryonic segments.
FBgn0038476,kuk,kugelkern (kuk) encodes a nuclear envelope protein required for nuclear elongation during cellularization. It shares structural and functional similarities to lamins.
FBgn0038478,cal1,chromosome alignment defect 1 (cal1) encodes a protein that is required for maintenance of the epigenetic marks specifying centromeres. It binds to newly synthesized centromere-specific histone H3 variant encoded by cid and recruits it to the centromere by binding to the centromere protein encoded by Cenp-C.
FBgn0038475,Keap1,Keap1 (Keap1) encodes a protein that interacts with the product of cnc to regulate the activation of genes by oxidative stress.
FBgn0038473,Ns1,Nucleostemin 1 (Ns1) encodes a GTPase that is enriched in the peripheral granular components of nucleoli of most larval and adult cells. It is required for nucleolar release of the large ribosomal subunit. Depletion of the Ns1 product reduces viability of midgut imaginal island cells and ribosome abundance in polyploid cells.
FBgn0000564,Eh,"Eclosion hormone (Eh) encodes a neurohormone involved in the control of ecdysis. At each ecdysis, the neurohormone is released into the hemolymph where it serves to potentiate the release of the product of ETH through a positive endocrine feedback loop. The product of Eh is also released into the nervous system where it contributes to turning on ecdysis."
FBgn0038499,Brf,Brf (Brf) encodes a transcription factor binding protein involved in transcription mediated by RNA polymerase III.
FBgn0038530,AttD,Attacin-D (AttD) encodes is an immune inducible peptide that shows homology to antibacterial peptides having activity against Gram-negative bacteria.
FBgn0000063,Mps1,Monopolar spindle 1 (Mps1) encodes a conserved protein kinase that is associated with kinetochores and is required for the mitotic and meiotic spindle assembly checkpoints.
FBgn0038519,Prx3,Peroxiredoxin 3 (Prx3) encodes an antioxidant protein involved in hydrogen peroxide catabolism and regulation of apoptosis.
FBgn0016650,Lgr1,"Leucine-rich repeat-containing G protein-coupled receptor 1 (Lgr1) encodes a Leucine-rich repeat-containing G protein-coupled receptor (LGR type A) that shows highest similarity with vertebrate glycoprotein hormone (TSH and Thyrostimulin, FSH, LH ) receptors."
FBgn0038541,TyrRII,"Tyramine receptor II (TyrRII) encodes a Tyramine 3 class receptor. When heterologously expressed it shows a high affinity for both tyramine and phenylethylamine, and a lower affinity for a range of other related biogenic amines, in both the inhibition of adenylyl cyclase activity and in the release of calcium from internal stores."
FBgn0038552,Alg1,"ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase (Alg1) encodes an endoplasmic reticulum (ER) transmembrane enzyme that catalyzes the transfer of the first mannose to (GlcNAc)2-diphosphodolichol on the ER cytosolic face. This is the third step in the synthesis of dolichol-linked oligosaccharide, the precursor required for N-linked protein glycosylation."
FBgn0038550,trabl,"trailblazer (trabl) encodes a transcription factor member of the ZAD-ZNF gene family. It promotes the expression of aub and AGO3 in the germ line, and is required for the silencing of the ampliconic Stellate genes by piRNAs in spermatocytes. Without trabl, males harboring a high copy number of Stellate genes are infertile."
FBgn0038542,TyrR,Tyramine receptor (TyrR) encodes a Tyramine 2 class receptor. When heterologously expressed it shows a very high specificity for the release of intercellular calcium by tyramine.
FBgn0038539,Atg8b,"Autophagy-related 8b (Atg8b) encodes a ubiquitin-like protein and is a member of the autophagy-related gene family, but does not show a role in autophagy. Atg8b has an abundant testis-specific expression and has roles in the maintenance of sperm motility."
FBgn0000477,DNaseII,"Deoxyribonuclease II (DNaseII) encodes an ubiquitous endonuclease that hydrolyzes DNA without sequence specificity, generating nucleotides with 3'-phosphate. It is localized in lysosomes, and essential for degrading nuclear DNA of the engulfed apoptotic cells. DNase II is also responsible to digest mitochondrial DNA during autophagy."
FBgn0003499,sr,"stripe (sr) encodes a transcription factor that induces the fate of tendon cells in the embryo as well as in the adult fly. It works upstream of tendon specific genes including Tsp, slow and Lrt."
FBgn0010389,htl,heartless (htl) encodes a transmembrane tyrosine kinase receptor for secreted FGF ligands that utilizes the intracellular Ras-MAP kinase pathway. It contributes to embryonic mesoderm migration and the specification of several mature mesodermal cell derivatives.
FBgn0042693,wrd,well-rounded (wrd) encodes one of the two regulatory B' subunits of the protein phosphatase PP2A. It influences metabolism and growth via negative regulation of the InR/TOR signalling network.
FBgn0011701,repo,reversed polarity (repo) encodes a homeodomain transcription factor specifically expressed in glial cells. It is is a direct target of the pan-glial fate determinant encoded by gcm and is required for acquisition of glial fate and subsequent terminal glial differentiation.
FBgn0020238,14-3-3epsilon,"14-3-3epsilon (14-3-3epsilon) encodes an acidic protein that preferentially heterodimerizes with other members of the family but also can homodimerize. It functions in multiple signaling pathways, most prominently in the Ras/MAPK cascade. It is involved in embryonic hatching, germ cell migration, gonad formation, wing venation and eye development."
FBgn0026250,eIF1A,"eukaryotic translation initiation factor 1A (eIF1A) encodes a protein required for mRNA translation. It is involved in 43S pre-initiation complex assembly, ensuring correct AUG start codon selection, and its dissociation from the 40S ribosome subunit is considered crucial for start codon recognition."
FBgn0024432,Dlc90F,Dynein light chain 90F (Dlc90F) encodes a light chain subunit of the cytoplasmic dynein complex. The product of Dlc90F forms a dimer that assembles into the cytoplasmic dynein complex and is thought to link dynein to cargos and to adapter proteins that regulate dynein motor function. It contributes to male fertility.
FBgn0038608,WRNexo,"WRN exonuclease (WRNexo) encodes a 3'-5' exonuclease that cleaves 3' ends of both single-stranded and duplex DNA substrates that resemble DNA structures present during DNA replication. It may act in concert with RecQ family helicases to resolve Holliday junctions or other unusual DNA structures. It is likely to be involved in DNA replication, recombination and repair, and is essential for early embryonic development."
FBgn0038603,PKD,Protein Kinase D (PKD) encodes a Ser/Thr kinase of the PKC family of Ca[2+]/calmodulin-dependent protein kinases. It regulates actin-dynamics by controlling the activity of the phosphatase encoded by ssh.
FBgn0038593,Vps39,Vacuolar protein sorting 39 (Vps39) encodes a subunit of the homotypic fusion and vacuole protein sorting (HOPS) complex required for autophagosome maturation.
FBgn0038584,mTerf5,mitochondrial transcription termination factor 5 (mTerf5) encodes a protein that regulates mitochondrial DNA transcription and replication by relieving the block exerted by the DNA binding factor encoded by mTTF. Both proteins cooperate in coordinating the passage of transcription and replication complexes that move on opposite DNA strands.
FBgn0011481,Ssdp,Sequence-specific single-stranded DNA-binding protein (Ssdp) encodes a DNA binding protein. It has been proposed to be an additional component of ap/Chi transcriptional complexes because it interacts with the product of Chi and lack of Ssdp produces defects similar to ap or Chi mutant phenotypes.
FBgn0038612,cona,"corona (cona) encodes a component of the synaptonemal complex that is required for many meiotic processes, including homolog pairing, recombination, and chromosome segregation at meiosis I."
FBgn0023083,fray,"frayed (fray) encodes a serine/threonine-protein kinase required for axonal ensheathment. It is activated via phosphorylation by the kinase encoded by Wnk. The product of fray contributes to regulating ion transport, canonical Wnt signaling and asymmetric cell division."
FBgn0004652,fru,fruitless (fru) encodes a BTB zinc finger transcription factor that contributes to sexual differentiation of the neural circuits underlying male sexual behavior.
FBgn0024329,Mekk1,"Mekk1 (Mekk1) encodes a MAP kinase kinase kinase that regulates the stress response. It is required for resistance to several stresses, notably osmotic shock, and for the regulation of the activity of the product of Duox."
FBgn0003248,Rh2,"Rhodopsin 2 (Rh2) encodes a light sensitive GPCR Rhodopsin protein that activates the phototransduction cascade and leads to photoreceptor depolarization. It responds to a broad spectrum of wavelengths of light and is exclusively expressed in the ocelli, which are likely involved in horizon detection."
FBgn0038659,EndoA,Endophilin A (EndoA) encodes an essential protein for synaptic vesicle endocytosis. It recruits or stabilizes the product of Synj (required for vesicle uncoating) to endocytic membranes.
FBgn0004876,cdi,center divider (cdi) encodes a serine/threonine kinase that stimulates the formation of actin fibers and focal adhesions through phosphorylation of the F-actin depolimerization factor tsr.
FBgn0038666,Smu1,Smu1 spliceosomal factor (Smu1) encodes a spliceosomal protein required for normal neuromuscular junction development and function. It functions together with the product of beag. Both proteins can regulate synaptic levels of the product of Fas2.
FBgn0038662,Mpc1,"Mitochondrial pyruvate carrier 1 (Mpc1) encodes an obligate subunit of the mitochondrial pyruvate carrier, which transports pyruvate across the mitochondrial inner membrane."
